character_name,traits,category,traints
esther acebo,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
stefanie scott,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
charlotte sullivan,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
roxanne mckee,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
cam gigandet,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
patrick swayze,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
marie avgeropoulos,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
elizabeth tulloch,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
robert urich,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
chelsea peretti,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
cliff curtis,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
regina king,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
jacinda barrett,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
david patrick kelly,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
john mulaney,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
ben mendelsohn,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
skylar astin,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
taissa farmiga,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
jasmine trinca,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
henry silva,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
tom 'tiny' lister jr.,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
tamari dunbar,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
alice kremelberg,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
kristy swanson,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
eugenio derbez,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
tenoch huerta,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
sean de guzman,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
julia jones,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
uzo aduba,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
eliza taylor,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
matt lintz,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
marco ilsø,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
merritt patterson,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
park hae-soo,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
saori hayami,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
clare higgins,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
park hoon,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
julia louis-dreyfus,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
steven strait,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
tamara taylor,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
sarah michelle gellar,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
julianne nicholson,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
charlie shotwell,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
bill bixby,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
stephen baldwin,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
jinnie jaz,"[""['is_actor']""]",Acting,['is_actor']
james cromwell,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
jack davenport,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
patrick dempsey,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
olivia morris,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
sarita choudhury,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
gina philips,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
melisa döngel,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
juliette lewis,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
manny jacinto,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
fred hechinger,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
zachary quinto,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
marika lagercrantz,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
rebel wilson,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
caitríona balfe,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
rachelle lefevre,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
brian bloom,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
robert carlyle,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
kim ji-yeon-iii,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
kris wu,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
doris roberts,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
john macmillan,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
priah ferguson,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
ng man-tat,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
kirby howell-baptiste,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
phil lamarr,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
catherine mccormack,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
suzanne pleshette,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
megan park,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
priyanka chopra jonas,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
penn badgley,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
doug savant,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
margaret colin,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
drew scheid,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
rupert everett,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
debra wilson,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
sean gunn,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
freddie wise,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
jaime king,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
guli nazha,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
ida engvoll,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
cole sprouse,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
terence stamp,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
moses ingram,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
harvey keitel,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
rose mciver,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
jake busey,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
josh segarra,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
cch pounder,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
elizabeth banks,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
mathilda may,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
ruth gemmell,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
park hee-soon,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
keesha sharp,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
david s. goyer,"[""['is_male'"", "" 'is_writer']""]",Writing,"['is_male', 'is_writer']"
anu sinisalo,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
helena mattsson,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
chandler kinney,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
matt berry,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
brandon flynn,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
iddo goldberg,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
mary lynn rajskub,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
hayley mills,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
adam brody,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
lolo ferrari,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
chin siu-ho,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
david o'hara,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
perdita weeks,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
han seok-bong,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
sayoko nakajima,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
b. j. novak,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
naomi tan,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
mena massoud,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
ekin mert daymaz,"[""['is_actor']""]",Acting,['is_actor']
albert brooks,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
ingrid bolsø berdal,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
rowan blanchard,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
james garner,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
alec baldwin,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
sophia tatum,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
alanna ubach,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
siobhan williams,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
holliday grainger,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
ted cassidy,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
montana jordan,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
john cho,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
victoria pratt,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
brittany ashton holmes,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
ji an,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
casey simpson,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
izabela vidovic,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
koki uchiyama,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
ellen pompeo,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
ruth wilson,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
terence hill,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
olivia d'abo,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
thomas mann,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
erick avari,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
deanna russo,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
laura sohn,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
johnny messner,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
lola flanery,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
didem balçın,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
jin kyung,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
claudia salas,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
laura albert,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
alyssa sutherland,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
kerry condon,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
nick nolte,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
rachael taylor,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
sandrine holt,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
özge törer,"[""['is_actor']""]",Acting,['is_actor']
eugene levy,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
freya parker,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
jennie kim,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
sterling k. brown,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
jenna elfman,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
amy hill,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
meryl streep,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
brian hallisay,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
yoo in-young,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
jeon jong-seo,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
juliette binoche,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
kim hwa-yeon,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
peter facinelli,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
diedrich bader,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
megan follows,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
evanna lynch,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
laz alonso,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
james coburn,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
gong li,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
shannon chan-kent,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
jewel staite,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
moisés arias,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
stephanie hsu,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
thandiwe newton,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
diane keaton,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
kodi smit-mcphee,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
barry pepper,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
david hasselhoff,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
stacy keach,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
simona tabasco,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
satomi ishihara,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
leonor varela,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
talisa soto,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
diane venora,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
john leguizamo,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
lauren lee smith,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
sergio leone,"[""['is_male'"", "" 'is_director']""]",Directing,"['is_male', 'is_director']"
esra bilgiç,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
heather locklear,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
chris sarandon,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
tony hale,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
çağatay ulusoy,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
christina moore,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
barbara niven,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
bruce greenwood,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
pam ferris,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
kenny johnson,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
elizabeth mitchell,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
harris yulin,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
gina lollobrigida,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
john david washington,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
carrie hilton,"[""['is_female'"", "" 'is_producer']""]",Production,"['is_female', 'is_producer']"
john glover,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
amy acker,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
lee na-ra,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
park gyu-young,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
caleb landry jones,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
samaire armstrong,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
edward burns,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
fred ward,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
john carpenter,"[""['is_male'"", "" 'is_director']""]",Directing,"['is_male', 'is_director']"
lea thompson,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
mason dye,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
michael mckean,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
justin chatwin,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
brooke langton,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
bob gunton,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
stephen king,"[""['is_male'"", "" 'is_writer']""]",Writing,"['is_male', 'is_writer']"
yoon jong-hoon,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
cory gruter-andrew,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
devin harjes,"[""['is_actor']""]",Acting,['is_actor']
nick cannon,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
hülya darcan,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
tristin mays,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
