character_name,traits,category,traints
madeline carroll,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
alp navruz,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
missy peregrym,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
yuu asakawa,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
dalpalan,"[""['is_male'"", "" 'is_musician']""]",Sound,"['is_male', 'is_musician']"
britt ekland,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
emily wickersham,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
heather matarazzo,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
pamela anderson,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
chris elliott,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
river phoenix,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
candice patton,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
anthony michael hall,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
claudia cardinale,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
andie macdowell,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
julie delpy,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
jack mcbrayer,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
kate capshaw,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
kang ki-young,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
jeon yeo-been,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
tori anderson,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
robin lord taylor,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
shirley henderson,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
heo sung-tae,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
cho yi-hyun,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
sybil danning,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
brian thompson,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
jack reynor,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
stephen root,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
edward norton,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
courtney thorne-smith,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
ashton leigh,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
jason sudeikis,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
yasmine bleeth,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
cindy busby,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
kevin tighe,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
michael peña,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
hilary swank,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
william devane,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
abbie cornish,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
akari kito,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
asami ogawa,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
j.k. rowling,"[""['is_female'"", "" 'is_writer']""]",Writing,"['is_female', 'is_writer']"
jodelle ferland,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
benjamin bratt,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
diana rigg,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
ashlynn yennie,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
bonnie bedelia,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
denis leary,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
aras bulut i̇ynemli,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
shawn ashmore,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
peri baumeister,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
peter jackson,"[""['is_male'"", "" 'is_director']""]",Directing,"['is_male', 'is_director']"
sarah bolger,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
patsy kensit,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
edgar ramírez,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
emily procter,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
sota fukushi,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
bridgette wilson-sampras,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
telly savalas,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
park min-young,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
diora baird,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
dev patel,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
anne dudek,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
zoe colletti,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
mark valley,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
rhys darby,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
annie wersching,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
frankie faison,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
matthew mcconaughey,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
kim bum,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
maggie cheung,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
jillian murray,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
kurtwood smith,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
paul walker,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
michael nouri,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
yuliya mayarchuk,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
marley shelton,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
michael wincott,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
jonah hill,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
marisa tomei,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
constance wu,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
noah emmerich,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
stephen dillane,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
tom pelphrey,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
karen robinson,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
jerry o'connell,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
dar salim,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
park si-yeon,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
edwige fenech,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
rashmika mandanna,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
nititorn akkarachotsopon,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
kelly brook,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
andrew leung,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
peter falk,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
katie mcgrath,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
jessica hecht,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
song kang-ho,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
bongkoj khongmalai,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
hiroko maruyama,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
sophia bush,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
tamlyn tomita,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
caner topçu,"[""['is_actor']""]",Acting,['is_actor']
peri gilpin,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
dennis haysbert,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
penelope ann miller,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
ray winstone,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
jessie buckley,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
paul newman,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
farrah fawcett,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
renate reinsve,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
matt schulze,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
jessica walter,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
jonathan tucker,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
molly parker,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
tim burton,"[""['is_male'"", "" 'is_director']""]",Directing,"['is_male', 'is_director']"
alicia coppola,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
kristen connolly,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
choo ja-hyun,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
brittany snow,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
isabelle adjani,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
roselyn sánchez,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
nastassja kinski,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
melissa rauch,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
clint howard,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
xu kai,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
kayvan novak,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
jessica parker kennedy,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
josh duhamel,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
katherine heigl,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
cynthia erivo,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
noah wyle,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
son ye-jin,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
lara pulver,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
sarah gadon,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
riz ahmed,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
harold ramis,"[""['is_male'"", "" 'is_director']""]",Directing,"['is_male', 'is_director']"
jami gertz,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
charlotte hope,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
silke bischoff,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
mia sara,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
ji chang-wook,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
moon ga-young,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
diego boneta,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
cara horgan,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
yang yang,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
k.j. apa,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
d.b. woodside,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
hong sae-hee,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
song hye-kyo,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
aya asahina,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
nat wolff,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
darren wang,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
ivana baquero,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
victoria pedretti,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
emma rigby,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
robert sean leonard,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
tim halpin,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
sally hawkins,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
kelly preston,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
william katt,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
ara mina,"[""['is_actor']""]",Acting,['is_actor']
kristen wiig,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
halit ergenç,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
will ferrell,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
taro emir tekin,"[""['is_actor']""]",Acting,['is_actor']
glenn howerton,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
michael jeter,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
déborah révy,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
betsy brandt,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
phoebe tonkin,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
michael t. weiss,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
marty feldman,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
ichikawa somegorō viii,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
chris penn,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
jensen ackles,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
park hae-jin,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
miranda otto,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
luis roberto guzmán,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
catherine bell,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
jeffrey jones,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
luna blaise,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
john stamos,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
mike vogel,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
park hyung-sik,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
yoon chan-young,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
jella haase,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
ethan suplee,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
richard ayoade,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
jerry stiller,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
ella balinska,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
lizeth selene,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
kristen wilson,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
bel powley,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
ian hart,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
john hurt,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
clémence poésy,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
elena anaya,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
kim da-mi,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
jolene blalock,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
spencer house,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
seng wichai saefant,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
madison riley,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
hannah waddingham,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
william baldwin,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
emily bett rickards,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
birkan sokullu,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
craig t. nelson,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
zhang jingchu,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
audrey hepburn,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
trula m. marcus,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
eva amurri martino,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
park kyoung-hee,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
cerina vincent,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
kris van damme,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
kevin alejandro,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
lee dong-wook,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
christopher lee,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
william h. macy,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
stacy martin,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
lindsay wagner,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
regina hall,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
jang hyuk,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
june diane raphael,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
laura harring,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
susan sullivan,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
omar epps,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
cinthya carmona,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
jason isaacs,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
mamukkoya,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
rob heaps,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
michael beach,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
sara canning,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
annette bening,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
mr. t,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
morgan saylor,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
leanne lapp,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
aya wolf,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
jemaine clement,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
kathy najimy,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
hu yixuan,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
julie bowen,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
molly c. quinn,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
alp akar,"[""['is_actor']""]",Acting,['is_actor']
laura vandervoort,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
teryl rothery,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
javon walton,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
john francis daley,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
gary cole,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
damian lewis,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
al jean,"[""['is_male'"", "" 'is_writer']""]",Writing,"['is_male', 'is_writer']"
augustus prew,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
bobby cannavale,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
alessandra torresani,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
paige turco,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
sterling jerins,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
harvey scrimshaw,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
neslihan atagül,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
zach braff,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
caity lotz,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
michael stuhlbarg,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
jayma mays,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
ryan eggold,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
david cross,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
phoebe dynevor,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
jeremy allen white,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
yıldız çağrı atiksoy,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
maría pedraza,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
joseph morgan,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
trevor donovan,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
nikolaj coster-waldau,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
gaia weiss,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
shin hyun-bin,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
jodie foster,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
jordana lajoie,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
rachel cannon,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
shioli kutsuna,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
toby kebbell,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
robert vaughn,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
burgess abernethy,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
scott bakula,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
zackary arthur,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
david caruso,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
joan allen,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
i̇brahim çelikkol,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
bella ramsey,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
sissy spacek,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
liza weil,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
alia bhatt,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
olivia munn,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
danny huston,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
scott caan,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
irrfan khan,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
